carat,cut,color,clarity,depth,table,price,x,y,z,log_price,Label
1.01,Ideal,D,VVS2,60.6,56.0,10797.0,6.53,6.48,3.94,4.0333031013725735,normal
0.43,Premium,F,SI1,62.6,58.0,792.0,4.77,4.81,3.0,2.8987251815894934,normal
0.9,Premium,H,VS2,62.3,58.0,3919.0,6.18,6.09,3.82,3.5931752634781025,normal
0.56,Very Good,F,VS1,61.2,58.0,1929.0,5.32,5.33,3.26,3.2853322276438846,normal
1.0,Very Good,H,VS2,64.7,56.0,5883.0,6.23,6.29,4.05,3.7695988483874463,normal
0.32,Premium,E,SI2,61.2,58.0,576.0,4.44,4.39,2.7,2.760422483423212,normal
0.53,Ideal,G,VVS2,61.0,56.0,1946.0,5.21,5.25,3.19,3.289142835932333,normal
0.41,Premium,H,SI1,60.9,60.0,683.0,4.79,4.83,2.93,2.8344207036815323,normal
1.0,Good,E,SI1,63.9,57.0,4573.0,6.31,6.34,4.04,3.6602012013806817,normal
0.55,Ideal,G,VVS1,60.0,56.0,2077.0,5.35,5.39,3.21,3.317436496535099,normal
2.13,Premium,I,SI1,62.5,60.0,13370.0,8.18,8.13,5.1,4.126131407261984,normal
1.24,Premium,G,VS1,62.0,59.0,7800.0,6.92,6.88,4.28,3.8920946026904804,normal
0.31,Ideal,I,VS1,61.9,53.9,502.0,4.35,4.38,2.7,2.7007037171450192,normal
1.28,Premium,H,SI2,61.9,56.0,5949.0,7.02,6.94,4.32,3.774443968924965,normal
2.18,Ideal,I,SI2,62.5,55.0,15850.0,8.34,8.31,5.2,4.20002926655377,normal
0.3,Premium,D,SI2,62.3,58.0,447.0,4.29,4.32,2.68,2.6503075231319366,normal
1.16,Premium,F,SI2,62.1,59.0,5072.0,6.71,6.76,4.18,3.7051792448736762,normal
0.92,Very Good,D,SI2,63.3,59.0,3823.0,6.18,6.12,3.89,3.582404298019028,normal
0.41,Ideal,J,VS2,61.8,55.0,637.0,4.78,4.81,2.96,2.8041394323353503,normal
2.04,Premium,J,VS2,61.4,59.0,13477.0,8.04,8.14,4.97,4.129593228367933,normal
1.5,Premium,I,SI2,62.8,57.0,7715.0,7.34,7.25,4.58,3.8873359303991672,normal
1.21,Ideal,H,VS2,62.6,54.8,7426.0,6.78,6.84,4.26,3.87075494489014,normal
0.54,Premium,H,VVS1,62.0,57.0,1944.0,5.25,5.2,3.24,3.288696260590256,normal
0.69,Good,F,SI1,58.4,61.7,1951.0,5.75,5.82,3.38,3.2902572693945182,normal
0.39,Very Good,E,VS1,62.5,58.0,914.0,4.67,4.7,2.93,2.9609461957338317,normal
1.64,Ideal,I,VS1,60.5,57.0,11305.0,7.68,7.62,4.64,4.053270566681379,normal
0.4,Good,F,VVS2,62.2,63.0,936.0,4.66,4.69,2.91,2.971275848738105,normal
1.01,Fair,G,VS2,64.4,58.0,4887.0,6.25,6.18,4.0,3.689042339028172,normal
1.0,Good,E,SI1,61.6,62.0,5784.0,6.35,6.42,3.93,3.7622282842864743,normal
1.21,Premium,J,VS2,62.4,58.0,4268.0,6.83,6.79,4.25,3.630224410752432,normal
0.71,Very Good,F,VS1,62.8,56.0,2889.0,5.69,5.72,3.58,3.460747541844197,normal
0.41,Premium,E,SI1,62.4,58.0,755.0,4.75,4.77,2.97,2.8779469516291885,normal
0.7,Fair,H,SI1,65.0,59.0,1803.0,5.54,5.5,3.59,3.255995726722402,normal
1.1,Ideal,I,SI2,61.7,56.0,3216.0,6.65,6.6,4.09,3.5073160400764136,normal
0.55,Ideal,I,VS2,61.6,55.0,1281.0,5.27,5.29,3.25,3.1075491297446862,normal
1.0,Premium,H,SI1,59.0,60.0,4389.0,6.52,6.56,3.86,3.6423655808449733,normal
2.24,Premium,I,SI2,62.5,59.0,16097.0,8.36,8.28,5.2,4.206744944053748,normal
0.33,Ideal,D,SI1,62.4,54.0,780.0,4.44,4.41,2.76,2.8920946026904804,normal
1.74,Good,H,SI1,60.6,62.0,12032.0,7.74,7.8,4.71,4.080337823247567,normal
0.25,Very Good,F,VVS2,59.4,57.0,575.0,4.1,4.12,2.44,2.7596678446896306,normal
0.5,Premium,G,VVS2,62.1,61.0,1806.0,5.1,5.07,3.16,3.256717745977487,normal
0.43,Ideal,G,VVS1,62.0,55.0,1207.0,4.82,4.85,3.0,3.081707270097349,normal
0.31,Premium,D,SI2,62.9,59.0,593.0,4.31,4.28,2.7,2.7730546933642626,normal
0.5,Good,E,VS2,63.3,64.0,1348.0,4.98,5.0,3.16,3.129689892199301,normal
0.91,Premium,H,VVS1,62.5,59.0,5032.0,6.16,6.19,3.86,3.7017406324372124,normal
1.02,Ideal,D,VVS2,62.2,59.0,11573.0,6.41,6.46,4.0,4.063445953123033,normal
0.53,Ideal,F,VS1,60.4,57.0,1818.0,5.25,5.22,3.16,3.2595938788859486,normal
0.3,Ideal,G,VVS2,62.2,55.0,684.0,4.29,4.33,2.68,2.835056101720116,normal
0.39,Ideal,F,VVS1,62.1,55.0,1124.0,4.69,4.71,2.92,3.0507663112330423,normal
0.58,Ideal,E,VS2,61.9,57.0,1884.0,5.33,5.37,3.31,3.2750808984568587,normal
0.53,Ideal,G,VS2,60.1,54.0,1607.0,5.31,5.3,3.19,3.2060158767633444,normal
0.91,Very Good,F,SI1,60.4,59.0,4437.0,6.22,6.26,3.77,3.647089428716555,normal
0.3,Ideal,F,VS1,61.5,55.0,612.0,4.31,4.34,2.66,2.7867514221455614,normal
0.72,Ideal,G,VS2,61.0,55.0,3547.0,5.81,5.83,3.55,3.549861188471943,normal
0.51,Ideal,H,VS1,62.0,56.0,1668.0,5.14,5.17,3.2,3.22219604630172,normal
1.04,Very Good,G,IF,60.7,58.0,8655.0,6.52,6.65,4.0,3.9372670722114127,normal
1.28,Ideal,H,SI2,62.8,57.0,6451.0,6.92,6.87,4.33,3.80962704189405,normal
1.05,Ideal,G,VS2,61.6,59.0,6981.0,6.51,6.54,4.02,3.8439176380063924,normal
0.29,Very Good,D,VVS2,62.9,58.0,664.0,4.2,4.29,2.67,2.8221680793680175,normal
0.5,Fair,D,VVS2,67.6,57.0,1980.0,4.95,4.84,3.31,3.296665190261531,normal
1.11,Ideal,J,SI1,62.4,57.0,4497.0,6.57,6.6,4.11,3.652922887567942,normal
0.49,Premium,H,SI2,59.9,59.0,1011.0,5.17,5.12,3.08,3.004751155591001,normal
0.62,Ideal,E,VS2,62.0,54.5,2208.0,5.46,5.48,3.39,3.3439990690571615,normal
0.32,Ideal,G,VS1,62.5,57.0,718.0,4.37,4.34,2.72,2.8561244442423,normal
0.4,Ideal,G,SI2,60.6,56.0,870.0,4.82,4.76,2.91,2.9395192526186187,normal
0.96,Ideal,F,VS1,61.2,56.0,5767.0,6.34,6.38,3.89,3.7609499514108973,normal
0.72,Premium,F,VS2,62.0,56.0,2724.0,5.78,5.68,3.55,3.4352071032407476,normal
0.43,Good,D,SI2,63.3,57.0,669.0,4.79,4.82,3.04,2.8254261177678233,normal
2.52,Fair,G,I1,66.9,57.0,10076.0,8.39,8.33,5.6,4.003288158826075,normal
0.31,Very Good,G,VVS1,62.8,53.0,816.0,4.34,4.36,2.73,2.9116901587538613,normal
1.0,Premium,E,VS2,60.0,60.0,6720.0,6.43,6.43,3.89,3.8273692730538253,normal
0.5,Ideal,G,VVS1,62.2,56.0,1966.0,5.1,5.12,3.18,3.2935835134961167,normal
0.38,Premium,H,SI1,61.2,62.0,812.0,4.66,4.62,2.84,2.909556029241175,normal
0.7,Very Good,E,VS2,62.9,57.0,2793.0,5.66,5.69,3.57,3.446070935701005,normal
0.26,Very Good,F,VVS1,62.0,59.0,597.0,4.08,4.15,2.55,2.775974331129369,normal
1.0,Premium,E,SI2,61.1,58.0,4620.0,6.44,6.48,3.95,3.6646419755561257,normal
0.31,Premium,G,VS1,59.6,61.0,802.0,4.38,4.35,2.6,2.9041743682841634,normal
0.7,Ideal,D,SI1,62.0,54.0,2726.0,5.73,5.76,3.56,3.435525851498655,normal
0.71,Very Good,J,SI2,60.9,55.0,1986.0,5.76,5.87,3.54,3.2979792441593623,normal
1.02,Very Good,H,VS2,63.3,55.0,4604.0,6.4,6.33,4.03,3.663135314957754,normal
1.02,Very Good,H,SI1,61.2,57.0,4875.0,6.47,6.53,3.98,3.687974620034556,normal
0.9,Premium,H,SI2,59.5,60.0,2927.0,6.32,6.29,3.75,3.466422722433792,normal
0.9,Ideal,E,SI2,62.7,54.0,4091.0,6.13,6.21,3.87,3.6118294794983736,normal
1.02,Ideal,G,VS1,61.3,56.0,7192.0,6.49,6.53,3.99,3.8568496787251725,normal
1.05,Ideal,F,VVS1,61.4,57.0,12273.0,6.51,6.53,4.0,4.088950734218036,normal
0.73,Premium,E,SI2,60.8,60.0,2409.0,5.87,5.78,3.54,3.3818367999983434,normal
0.25,Very Good,F,VVS2,60.1,57.0,633.0,4.1,4.13,2.47,2.801403710017355,normal
1.11,Good,D,SI1,57.8,61.0,6088.0,6.83,6.78,3.93,3.7844746437625165,normal
0.7,Very Good,H,VS2,61.8,58.0,2042.0,5.66,5.73,3.52,3.3100557377508912,normal
0.33,Ideal,G,VVS1,62.4,56.0,820.0,4.41,4.45,2.76,2.9138138523837167,normal
0.5,Very Good,E,SI1,60.7,61.0,1316.0,5.09,5.12,3.1,3.1192558892779365,normal
0.59,Ideal,I,VVS1,61.0,55.0,1742.0,5.43,5.48,3.33,3.241048150671644,normal
0.31,Good,E,VVS1,59.0,59.0,826.0,4.4,4.42,2.6,2.916980047320382,normal
0.53,Very Good,E,SI2,63.0,57.0,1174.0,5.13,5.16,3.24,3.0696680969115957,normal
0.3,Very Good,D,SI1,61.0,61.0,552.0,4.27,4.29,2.61,2.741939077729199,normal
0.71,Very Good,E,VS2,63.2,57.0,2437.0,5.66,5.63,3.56,3.386855529184724,normal
1.0,Ideal,E,SI1,61.7,57.0,5555.0,6.39,6.42,3.95,3.7446840632768863,normal
0.8,Good,E,SI2,57.7,65.0,2640.0,6.13,6.08,3.52,3.4216039268698313,normal
0.54,Ideal,F,VS2,61.4,57.0,1786.0,5.25,5.2,3.21,3.2518814545525276,normal
0.3,Very Good,F,SI1,62.9,57.0,500.0,4.25,4.27,2.68,2.6989700043360187,normal
0.95,Ideal,H,SI1,61.9,56.0,4958.0,6.31,6.35,3.92,3.6953065224318027,normal
0.56,Ideal,I,VVS1,61.1,55.0,1743.0,5.35,5.33,3.26,3.2412973871099933,normal
1.51,Premium,I,SI2,61.3,55.0,6173.0,7.41,7.36,4.53,3.79049627696711,normal
1.11,Fair,J,SI2,64.8,55.1,4056.0,6.44,6.55,4.21,3.6080979463252794,normal
0.32,Premium,G,VS2,60.1,61.0,672.0,4.44,4.41,2.66,2.8273692730538253,normal
0.6,Ideal,E,VS1,62.2,56.0,2306.0,5.36,5.44,3.36,3.36285930295868,normal
0.9,Premium,D,VS2,62.6,59.0,4914.0,6.17,6.14,3.85,3.691435152144062,normal
1.01,Very Good,G,SI1,62.4,60.0,4707.0,6.34,6.39,3.97,3.672744198306599,normal
0.9,Ideal,H,SI1,61.6,56.0,4740.0,6.17,6.23,3.82,3.6757783416740852,normal
1.01,Very Good,E,VS2,58.1,60.0,6399.0,6.51,6.58,3.8,3.8061121101690913,normal
0.52,Ideal,I,VS2,61.9,55.0,1214.0,5.19,5.21,3.22,3.0842186867392387,normal
0.5,Very Good,H,SI1,60.9,61.0,1133.0,5.06,5.15,3.11,3.0542299098633974,normal
0.54,Ideal,H,VS1,61.5,56.0,1637.0,5.24,5.23,3.22,3.2140486794119414,normal
1.31,Premium,I,VS1,61.9,56.0,5759.0,7.07,6.98,4.35,3.7603470785299065,normal
0.37,Ideal,I,VVS2,61.9,54.0,632.0,4.62,4.66,2.87,2.800717078282385,normal
0.56,Ideal,E,VS2,61.5,57.0,1819.0,5.27,5.3,3.25,3.2598326990634834,normal
1.0,Premium,E,I1,60.9,61.0,3584.0,6.41,6.37,3.89,3.5543680009900878,normal
0.56,Premium,I,VVS1,62.4,56.0,1698.0,5.28,5.24,3.28,3.229937685907934,normal
0.32,Premium,G,VS1,60.6,60.0,645.0,4.4,4.44,2.68,2.8095597146352675,normal
0.63,Fair,H,SI2,64.7,61.0,1235.0,5.33,5.27,3.43,3.0916669575956846,normal
0.39,Ideal,F,SI1,61.3,56.0,707.0,4.73,4.77,2.91,2.8494194137968996,normal
1.52,Ideal,I,VS1,61.4,57.0,9483.0,7.42,7.38,4.54,3.976945750559242,normal
0.9,Very Good,F,SI1,63.0,60.0,4232.0,6.09,6.13,3.85,3.6265456590271294,normal
0.3,Premium,J,VS1,62.6,60.0,394.0,4.22,4.28,2.66,2.595496221825574,normal
1.06,Premium,I,SI1,61.9,57.0,4452.0,6.61,6.51,4.06,3.6485551556626707,normal
0.32,Premium,I,SI1,62.7,58.0,554.0,4.37,4.34,2.73,2.74350976472843,normal
0.41,Premium,E,SI2,62.8,58.0,818.0,4.73,4.69,2.96,2.912753303671323,normal
0.41,Ideal,F,VVS2,61.0,56.0,1192.0,4.82,4.78,2.93,3.076276255404218,normal
1.5,Very Good,G,VS2,63.5,54.0,13239.0,7.26,7.22,4.6,4.121855182166855,normal
0.59,Premium,G,VS1,62.5,53.0,1991.0,5.46,5.35,3.38,3.2990712600274095,normal
0.7,Premium,F,SI1,62.2,59.0,2423.0,5.73,5.69,3.55,3.384353414137506,normal
2.0,Good,H,VS2,63.8,59.0,18023.0,7.88,8.01,5.07,4.2558270827032345,normal
0.3,Very Good,G,VVS2,62.7,56.0,684.0,4.24,4.31,2.68,2.835056101720116,normal
1.55,Ideal,I,SI2,60.7,60.0,8056.0,7.49,7.46,4.54,3.906119457545562,normal
1.08,Ideal,G,VS2,61.3,56.0,6706.0,6.62,6.59,4.05,3.8264635490928014,normal
0.39,Good,F,SI1,63.3,54.0,718.0,4.62,4.67,2.94,2.8561244442423,normal
1.37,Premium,H,VS2,60.9,59.0,6337.0,7.22,7.17,4.38,3.8018837071252394,normal
1.5,Good,E,SI2,64.5,58.0,8492.0,7.06,7.11,4.57,3.9290099854939613,normal
0.99,Fair,J,SI1,58.0,67.0,2949.0,6.57,6.5,3.79,3.469674772551798,normal
1.13,Ideal,E,SI1,62.2,55.0,6563.0,6.66,6.69,4.15,3.8171024042569233,normal
0.23,Very Good,E,VVS2,62.6,59.0,505.0,3.93,3.96,2.47,2.7032913781186614,normal
0.84,Fair,D,SI2,64.5,60.0,2167.0,5.92,5.84,3.79,3.335858911319818,normal
0.6,Ideal,I,SI1,60.7,58.0,1295.0,5.43,5.45,3.3,3.1122697684172707,normal
0.39,Good,F,VS2,63.3,55.0,788.0,4.63,4.66,2.94,2.8965262174895554,normal
0.41,Ideal,E,VS1,61.2,56.0,1144.0,4.82,4.89,2.97,3.058426024457005,normal
0.31,Very Good,F,VS2,61.4,62.0,625.0,4.32,4.34,2.66,2.7958800173440754,normal
0.33,Ideal,G,VVS2,61.5,56.0,752.0,4.45,4.49,2.75,2.876217840591642,normal
0.8,Ideal,H,VS1,63.1,58.0,3111.0,5.89,5.96,3.74,3.4929000111087034,normal
0.42,Ideal,H,VS1,61.8,55.0,830.0,4.82,4.85,2.99,2.9190780923760737,normal
0.32,Ideal,E,VS2,61.5,55.0,702.0,4.38,4.43,2.71,2.846337112129805,normal
1.01,Ideal,G,VVS2,61.6,54.0,8662.0,6.51,6.55,4.02,3.9376181793938234,normal
0.38,Ideal,D,VS1,62.0,55.0,1067.0,4.64,4.68,2.89,3.0281644194244697,normal
1.0,Fair,G,VS2,64.5,58.0,5161.0,6.26,6.2,4.02,3.7127338590699517,normal
0.51,Ideal,G,VS2,62.7,57.0,1546.0,5.12,5.05,3.19,3.189209489582306,normal
1.03,Ideal,G,VS2,59.6,57.0,6146.0,6.65,6.6,3.95,3.7885925559203595,normal
0.5,Ideal,H,VS2,62.3,54.0,1279.0,5.11,5.13,3.19,3.106870544478654,normal
1.03,Ideal,G,SI2,60.4,56.0,3692.0,6.56,6.53,3.95,3.5672616923538745,normal
0.63,Premium,E,SI1,58.8,59.0,1846.0,5.68,5.62,3.32,3.266231696689893,normal
0.8,Premium,E,SI2,59.9,58.0,2939.0,6.03,5.96,3.59,3.4681995860726125,normal
0.48,Good,G,VS1,58.2,59.2,1228.0,5.09,5.14,2.98,3.089198366805149,normal
0.34,Premium,H,VS1,62.1,58.0,596.0,4.46,4.49,2.78,2.7752462597402365,normal
0.31,Premium,F,IF,61.9,58.0,914.0,4.36,4.39,2.71,2.9609461957338317,normal
0.5,Very Good,E,SI2,61.4,58.0,1154.0,5.09,5.11,3.13,3.0622058088197126,normal
0.57,Ideal,E,VS2,61.5,57.0,2491.0,5.35,5.32,3.28,3.3963737275365067,normal
2.02,Very Good,G,SI2,63.3,57.0,9853.0,8.03,7.96,5.06,3.9935684827897275,normal
2.04,Premium,F,SI2,60.2,58.0,18231.0,8.24,8.17,4.94,4.260810491066978,normal
0.33,Ideal,G,VVS2,61.5,55.0,713.0,4.47,4.51,2.76,2.8530895298518657,normal
1.01,Ideal,H,SI2,61.1,56.0,4693.0,6.44,6.48,3.95,3.6714505542124947,normal
1.57,Ideal,F,SI1,61.1,55.0,12432.0,7.55,7.53,4.61,4.094541001456839,normal
1.51,Very Good,I,SI2,63.5,60.0,7441.0,7.28,7.21,4.6,3.8716313045375537,normal
0.31,Good,E,SI1,63.1,55.0,544.0,4.33,4.36,2.74,2.73559889969818,normal
0.5,Good,D,SI1,57.2,60.0,1190.0,5.25,5.2,2.99,3.0755469613925306,normal
0.73,Ideal,G,VS2,60.2,55.0,3389.0,5.85,5.9,3.54,3.530071568837378,normal
1.02,Very Good,E,VS2,62.5,57.0,6816.0,6.36,6.41,3.99,3.8335295817586434,normal
0.3,Ideal,H,VVS2,61.7,54.0,776.0,4.34,4.31,2.67,2.8898617212581885,normal
0.71,Premium,G,VS1,62.2,59.0,2825.0,5.73,5.66,3.54,3.4510184521554574,normal
0.33,Very Good,I,SI1,63.2,58.0,572.0,4.38,4.36,2.76,2.7573960287930244,normal
0.5,Good,E,SI2,63.2,61.0,1000.0,5.02,5.05,3.18,3.0,normal
0.51,Premium,G,VVS2,60.9,61.0,2035.0,5.17,5.11,3.13,3.3085644135612386,normal
0.53,Ideal,G,IF,62.1,57.0,2372.0,5.16,5.21,3.22,3.375114684692225,normal
1.0,Good,I,VVS1,56.5,62.0,4445.0,6.58,6.55,3.71,3.6478717653062325,normal
0.51,Ideal,G,VS1,61.7,56.0,1668.0,5.1,5.2,3.18,3.22219604630172,normal
0.32,Premium,E,VVS2,59.9,58.0,1080.0,4.5,4.45,2.68,3.03342375548695,normal
0.31,Premium,G,IF,61.0,59.0,988.0,4.36,4.33,2.65,2.9947569445876283,normal
1.01,Ideal,E,SI1,62.0,57.0,5235.0,6.38,6.45,3.98,3.718916686014861,normal
0.31,Ideal,E,VVS2,61.8,58.0,710.0,4.3,4.34,2.67,2.8512583487190755,normal
1.05,Ideal,D,SI2,61.9,56.0,5110.0,6.5,6.53,4.03,3.708420900134713,normal
1.05,Good,G,SI2,63.2,54.0,4241.0,6.49,6.52,4.11,3.62746827245971,normal
0.35,Ideal,H,VS1,61.8,57.0,646.0,4.53,4.56,2.81,2.8102325179950842,normal
0.78,Premium,F,SI1,60.8,60.0,2826.0,5.97,5.94,3.62,3.4511721575125396,normal
0.53,Very Good,F,SI2,60.5,60.0,1132.0,5.19,5.23,3.15,3.0538464268522527,normal
0.81,Very Good,G,SI1,60.7,56.0,2733.0,6.06,6.09,3.69,3.436639631692661,normal
1.0,Fair,E,SI1,65.1,61.0,4435.0,6.15,6.08,3.98,3.646893624167745,normal
0.41,Ideal,D,SI1,62.3,55.0,1015.0,4.79,4.77,2.98,3.0064660422492318,normal
1.24,Ideal,J,VS2,61.8,58.0,5361.0,6.88,6.84,4.24,3.7292458072253067,normal
0.31,Good,H,VS2,63.2,57.0,489.0,4.32,4.35,2.74,2.6893088591236203,normal
0.58,Ideal,I,SI2,61.3,56.0,1158.0,5.38,5.45,3.32,3.0637085593914173,normal
0.73,Ideal,D,VVS2,61.3,56.0,4372.0,5.79,5.82,3.56,3.6406801532776654,normal
1.3,Premium,F,VS2,60.4,59.0,9909.0,7.06,7.12,4.28,3.9960298284110767,normal
1.01,Premium,H,SI1,62.8,58.0,3869.0,6.43,6.34,4.01,3.587598729721245,normal
0.36,Very Good,E,SI1,59.9,60.0,615.0,4.59,4.62,2.76,2.788875115775417,normal
0.7,Good,E,VVS2,60.1,63.0,2857.0,5.68,5.71,3.42,3.455910240382743,normal
0.41,Good,I,SI2,63.5,57.0,539.0,4.7,4.72,2.99,2.7315887651867388,normal
1.41,Ideal,H,VS1,60.7,56.0,9752.0,7.31,7.22,1.41,3.9890936926103255,normal
1.03,Very Good,G,SI2,63.1,58.0,4060.0,6.41,6.37,4.03,3.6085260335771943,normal
0.31,Ideal,D,VS2,60.2,56.0,804.0,4.46,4.41,2.67,2.905256048748451,normal
1.2,Very Good,D,SI1,60.7,58.0,7191.0,6.81,6.86,4.15,3.8567892887533164,normal
1.57,Ideal,I,VS2,62.8,57.0,10462.0,7.46,7.37,4.66,4.019614715691417,normal
1.05,Ideal,G,VS1,62.0,56.0,6936.0,6.47,6.53,4.03,3.8411090844681537,normal
1.02,Premium,I,SI1,62.7,55.0,4284.0,6.48,6.41,4.04,3.631849462159818,normal
0.51,Good,D,SI2,63.9,55.0,1180.0,5.04,5.1,3.24,3.0718820073061255,normal
0.46,Ideal,F,SI1,61.6,54.0,983.0,4.97,5.0,3.07,2.9925535178321354,normal
0.76,Ideal,D,VS2,61.2,57.0,3384.0,5.91,5.89,3.61,3.529430354366986,normal
0.99,Ideal,F,SI1,62.1,58.0,6038.0,6.33,6.4,3.95,3.7808931086870787,normal
1.23,Ideal,I,SI1,62.0,57.0,5855.0,6.91,6.87,4.27,3.7675268994083817,normal
1.52,Premium,E,SI2,62.9,59.0,9576.0,7.31,7.26,4.58,3.9811841373983543,normal
0.71,Premium,I,VS2,62.8,59.0,2300.0,5.67,5.64,3.55,3.361727836017593,normal
0.3,Premium,I,VVS1,61.1,59.0,552.0,4.31,4.33,2.64,2.741939077729199,normal
2.0,Fair,G,VS2,67.6,58.0,18515.0,7.65,7.61,5.16,4.267523716385462,normal
1.51,Ideal,E,VS1,62.2,57.0,17649.0,7.37,7.32,4.57,4.246720103107109,normal
0.3,Ideal,E,VVS2,61.4,55.0,949.0,4.33,4.36,2.67,2.977266212427293,normal
0.72,Very Good,E,SI2,59.9,57.0,2573.0,5.85,5.9,3.52,3.4104397862103464,normal
0.9,Very Good,G,VS2,63.3,54.0,4309.0,6.19,6.11,3.89,3.6343764940883676,normal
0.38,Premium,D,SI1,62.2,58.0,941.0,4.63,4.57,2.86,2.973589623427257,normal
1.06,Premium,G,SI1,59.6,58.0,4903.0,6.73,6.67,3.99,3.6904618932461783,normal
1.51,Very Good,G,VS2,58.7,63.0,12551.0,7.45,7.4,4.36,4.0986783295764395,normal
0.53,Ideal,J,VS1,61.4,55.2,1218.0,5.2,5.22,3.2,3.0856472882968564,normal
1.57,Ideal,I,SI1,61.7,56.0,9555.0,7.45,7.48,4.61,3.9802306913910317,normal
0.5,Premium,G,VVS2,61.6,60.0,1838.0,5.1,5.13,3.15,3.2643455070500926,normal
0.77,Premium,J,VS1,62.2,61.0,2005.0,5.85,5.82,3.63,3.302114376956201,normal
0.43,Ideal,I,IF,62.0,55.0,1056.0,4.83,4.85,3.0,3.0236639181977933,normal
0.9,Premium,G,VS1,62.7,60.0,4460.0,6.13,6.06,3.82,3.649334858712142,normal
1.01,Premium,J,SI2,62.5,62.0,3563.0,6.41,6.36,3.99,3.5518158223510157,normal
0.32,Very Good,I,VVS1,63.0,58.0,589.0,4.32,4.38,2.74,2.7701152947871015,normal
0.9,Very Good,I,VS2,61.4,58.0,3445.0,6.16,6.26,3.81,3.5371892262436444,normal
1.5,Good,G,IF,59.9,59.0,13998.0,7.39,7.46,4.45,4.146065989177396,normal
0.8,Ideal,I,VS2,62.1,54.4,2830.0,5.94,5.99,3.7,3.45178643552429,normal
1.01,Premium,F,SI1,63.0,58.0,4632.0,6.33,6.29,3.98,3.66576855071938,normal
1.26,Ideal,G,VS2,60.8,55.0,9399.0,7.02,7.04,4.28,3.9730816496013674,normal
1.25,Premium,H,VS2,60.4,59.0,7246.0,6.92,6.96,4.19,3.860098329698518,normal
1.0,Ideal,H,VVS1,61.5,59.0,6535.0,6.37,6.41,3.93,3.8152455919165633,normal
0.3,Good,J,SI1,63.4,54.0,351.0,4.23,4.29,2.7,2.545307116465824,normal
0.75,Fair,F,SI2,65.1,57.0,2102.0,5.7,5.66,3.7,3.3226327116922234,normal
0.71,Ideal,H,VVS2,61.9,56.0,3371.0,5.72,5.76,3.55,3.527758752520972,normal
0.23,Ideal,I,VVS1,63.0,56.0,414.0,3.94,3.9,2.47,2.617000341120899,normal
0.39,Ideal,G,SI1,61.0,55.0,675.0,4.75,4.82,2.92,2.829303772831025,normal
0.39,Ideal,D,VS1,62.0,57.0,1170.0,4.71,4.67,2.91,3.0681858617461617,normal
0.5,Premium,E,SI1,62.4,60.0,1238.0,4.98,4.96,3.1,3.0927206446840994,normal
0.41,Ideal,D,VVS2,62.3,55.0,1356.0,4.77,4.76,2.97,3.1322596895310446,normal
0.68,Premium,G,VS2,61.6,59.0,2081.0,5.65,5.64,3.48,3.318272080211627,normal
1.02,Very Good,H,SI2,63.5,60.0,3998.0,6.33,6.24,3.99,3.601842789782098,normal
0.31,Very Good,F,VS2,62.9,59.0,625.0,4.27,4.32,2.7,2.7958800173440754,normal
0.3,Premium,H,VS2,62.2,59.0,473.0,4.28,4.31,2.67,2.6748611407378116,normal
1.27,Ideal,J,VS2,61.8,54.0,5285.0,6.95,6.98,4.31,3.723044991643445,normal
1.21,Premium,E,SI1,62.6,58.0,7203.0,6.79,6.82,4.26,3.85751341477669,normal
1.1,Very Good,G,IF,59.8,56.0,9053.0,6.75,6.82,4.06,3.956792520370495,normal
2.5,Very Good,J,SI1,62.8,57.0,17028.0,8.58,8.65,5.41,4.231163641505099,normal
1.54,Ideal,H,VVS2,62.6,56.0,12061.0,7.35,7.42,4.62,4.0813833174622856,normal
0.94,Very Good,D,SI1,58.4,58.0,4902.0,6.41,6.51,3.77,3.690373306916059,normal
1.13,Ideal,I,SI2,61.4,56.0,4481.0,6.69,6.71,4.12,3.6513749439130434,normal
0.53,Ideal,F,VS1,61.5,56.0,1856.0,5.26,5.22,3.22,3.268577971882843,normal
2.07,Ideal,I,SI1,61.2,57.0,14857.0,8.12,8.23,5.0,4.171931123355967,normal
0.46,Ideal,D,VS2,62.7,57.0,1388.0,4.93,4.89,3.08,3.142389466118836,normal
3.01,Premium,G,SI2,59.8,58.0,14220.0,9.44,9.37,5.62,4.152899596393747,normal
0.38,Ideal,I,SI1,61.5,56.0,668.0,4.67,4.7,2.88,2.824776462475546,normal
0.85,Fair,H,I1,61.0,61.0,1324.0,6.2,6.0,3.73,3.121887985103681,normal
2.07,Premium,H,SI2,59.6,60.0,11094.0,8.3,8.24,4.93,4.045088161542816,normal
0.32,Ideal,E,VS2,62.1,56.0,900.0,4.43,4.4,2.74,2.9542425094393248,normal
0.42,Ideal,G,VVS1,62.0,56.0,1179.0,4.81,4.84,2.99,3.071513805095089,normal
1.01,Ideal,F,SI2,62.5,55.0,4497.0,6.4,6.39,4.0,3.652922887567942,normal
1.03,Very Good,G,I1,62.4,57.0,3060.0,6.41,6.45,4.01,3.48572142648158,normal
0.31,Premium,F,SI1,60.7,58.0,663.0,4.38,4.35,2.65,2.821513528404773,normal
0.51,Very Good,D,SI1,62.3,63.0,1387.0,5.08,5.03,3.15,3.1420764610732848,normal
1.23,Premium,I,VS2,61.7,58.0,5622.0,6.87,6.85,4.23,3.749890841271422,normal
